term;gene
;SCRFFL1028F08.g_AS
Receptors;SCJLST1020H09.g_AS
Receptors;SCVPRZ3029G09.g_AS
;SCJLRZ1023G11.g_AS
Protein metabolism;SCCCLR1C02F03.g_AS
;SCEZRZ3019D12.g_AS
No matches;SCRURZ3080F11.g_SS
;SCCCRT2001E04.g_SS
Bioenergetics;SCCCRZ2001D06.g_SS
Receptors;SCCCLR1C06C01.g_SS
Stress;SCRFLR1034D01.g_SS
;SCRFRZ3058H06.g_SS
;SCRFRZ3058E08.g_SS
Receptors;SCRFRZ3058E06.g_SS
Calcium metabolism;SCCCLR2003G10.g_SS
Two component;SCCCLR1080F10.g_SS
;SCVPHR1090G05.g_AS
;SCSGFL1084C05.g_AS
Nucleic acid metabolism;SCEZLB1006A05.g_AS
Lipid, fatty-acid and isoprenoid metabolism;SCCCLR1C04F06.g_AS
;SCEQRT2093D12.g_SS
;SCSBFL1045A12.g_SS
;SCQGRZ3014E01.g_SS
Cell cycle;SCQSST1036H10.g_SS
;SCQGRZ3014E06.g_SS
;SCRLFL1010H06.g_AS
;SCVPFL1074C05.g_AS
Cell wall;SCVPAM1058E05.g_SS
Protein metabolism;SCCCCL4005D12.g_AS
;SCSBFL1036C06.g_SS
;SCCCRZ2002D11.g_SS
;SCCCRZ1003E03.g_SS
;SCEPRT2046E05.g_SS
;SCUTRZ2024G09.g_SS
;SCSFSB1106C01.g_AS
;SCQGRZ3012F12.g_SS
;SCSBFL1045H03.g_SS
;SCQGRZ3013C10.g_SS
;SCSBFL1045F02.g_SS
;SCVPRZ2043B09.g_SS
;SCBFLR1083G10.g_SS
;SCSGFL1081D11.g_SS
;SCSGFL1081C01.g_SS
;SCVPRT2073H03.g_SS
;SCEPAM1024B10.g_SS
;SCEZHR1085B11.g_SS
Transcription Factor;SCEZLR1009B04.g_SS
Inositol;SCVPRT2078C05.g_AS
;SCJFRZ2032A04.g_SS
Unknown protein;SCVPFL1067F04.g_AS
No matches;SCEPAM1017F01.g_SS
No matches;SCSBFL1044A08.g_AS
Transcription Factor;SCAGLR2011D05.g_SS
;SCEQLB1066E07.g_SS
Carbohydrate metabolism;SCRULB1060D09.g_AS
;SCCCRZ2004G03.g_SS
;SCVPFL1066E08.g_AS
;SCEQRT2027A01.g_SS
;SCEQRT2093D09.g_SS
;SCEZHR1088C08.g_SS
Transcription Factor;SCCCLR1078B11.g_AS
;SCCCLR2002H07.g_SS
Nucleic acid metabolism;SCVPRZ2043F07.g_SS
;SCCCST1003D11.g_SS
;SCQSFL3038C10.b_SS
;SCEPAM2015B08.g_SS
Protein kinase;SCEPRZ1011A12.g_SS
Unknown protein;SCAGFL1090D09.g_SS
;SCAGLR1021D04.g_SS
Protein kinase;SCJFST1015D08.g_SS
;SCSFSB1097D02.g_SS
Protein kinase;SCJFLR1017F04.g_AS
Receptors;SCEPLR1030G10.g_AS
;SCCCLB1024A08.g_AS
;SCSFSB1101D11.g_AS
;SCCCCL4013B11.g_SS
;SCSFRT2068G08.g_SS
Transcription Factor;SCJFRZ2010A05.g_SS
;SCCCLR1077E07.g_SS
;SCQSRZ3038C02.g_SS
;SCQGRT1040E09.g_SS
;SCAGLR2011G05.g_SS
;SCRFFL1027F06.g_SS
;SCSFSB1097H08.g_AS
;SCEQRZ3023E10.g_SS
;SCVPLB1018A06.g_SS
;SCSBAD1054F04.g_AS
;SCVPCL6040G06.g_SS
;SCAGST3137C05.g_SS
;SCSFSB1099C10.g_AS
Cell wall;SCCCCL4007E12.g_SS
;SCEPAM1021B02.g_SS
;SCQSFL1129G11.g_SS
;SCCCLR1C03A10.g_SS
No matches;SCRUFL1018A08.g_SS
Cell cycle;SCAGLR1021G09.g_SS
;SCRUFL1018C07.g_SS
;SCEQSB1015H09.g_AS
;SCRLAD1100G03.g_AS
;SCCCFL5096D07.g_AS
Protein kinase;SCRFLB1056D11.g_AS
;SCQGST1032C04.g_SS
;SCEQAM1042F03.g_SS
;SCSFFL4082E10.g_SS
Amino acid metabolism;SCEPAM1015F11.g_AS
Cell wall;SCSGAM1094D05.g_SS
;SCUTAM2086B11.g_SS
;SCSGHR1072E12.g_AS
;SCQGRT1040E11.g_SS
;SCRUFL1018F04.g_SS
;SCAGLR1064D05.g_SS
Cell wall;SCCCLR1001A03.g_SS
;SCRURT2008B10.g_SS
;SCUTSB1032A04.g_SS
;SCSFSB1104F04.g_AS
;SCQSRZ3037F10.g_SS
;SCVPCL6046G08.g_SS
Receptors;SCEQLB1065H10.g_SS
;SCBFRZ2047H06.g_SS
;SCEPRZ3132A06.g_AS
;SCRLRZ3040D04.g_SS
;SCRFFL1029C05.g_SS
Transcription Factor;SCACST3157E04.g_SS
Hormone related;SCMCST1053C09.g_SS
;SCCCFL1003G04.g_SS
;SCRFFL1029F07.g_SS
;SCCCLR1067F03.g_SS
;SCEQLR1094A11.g_SS
;SCVPHR1090G05.g_SS
;SCCCLR1076B03.g_SS
;SCSGHR1069H09.g_SS
;SCSGFL1084G01.g_SS
Protein metabolism;SCSGFL1075A12.g_SS
;SCSFAD1108E06.g_SS
;SCSGFL1075D05.g_SS
;SCACCL6006D10.g_SS
Nucleic acid metabolism;SCEZLB1006A05.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCCCLR1C04F06.g_SS
;SCEQRT1028F08.g_SS
Nucleic acid metabolism;SCSBFL1039A06.g_SS
;SCJFFL1C05F09.b_SS
;SCVPFL3048B10.g_SS
No matches;SCJFFL1C07F04.b_SS
;SCMCCL6054D04.g_SS
;SCEZLR1031A11.g_SS
;SCAGFL1093E07.g_SS
;SCSBFL1039H01.g_SS
;SCSBFL1039F09.g_SS
;SCSGFL1076F03.b_SS
Transcription Factor;SCSBFL1039F08.g_SS
;SCAGFL1085A08.g_SS
No matches;SCRLAD1136F11.g_SS
;SCQGAM2107E04.g_SS
;SCAGLR1021F02.g_SS
;SCSGAD1006B11.g_SS
;SCRLFL3004G12.b_SS
No matches;SCBGFL4055H04.g_SS
;SCCCLB1004G10.g_SS
Protein kinase;SCJFST1015D08.g_AS
;SCAGLR1021D04.g_AS
;SCRFFL1027F06.g_AS
;SCCCLR1077E07.g_AS
;SCSGFL1082D07.g_AS
;SCSGFL1082F01.g_AS
;SCBFRZ3009D07.g_AS
Development;SCMCRZ3065C01.g_SS
;SCMCRZ3065D06.g_SS
;SCMCRZ3065A07.g_SS
Cell wall;SCMCRZ3065A12.g_SS
Transcription Factor;SCCCRZ2C04B01.g_SS
Carbohydrate metabolism;SCMCRZ3065B07.g_SS
Protein metabolism;SCCCLB1021E12.g_SS
;SCRUFL1116E12.g_SS
;SCUTST3131H06.g_SS
Inositol;SCCCLR2003C12.g_SS
Unknown protein;SCAGFL1090D09.g_AS
;SCBFRZ2047H06.g_AS
;SCRFFL1027A07.g_AS
;SCRUFL1019D12.g_SS
;SCBFSB1046E09.g_SS
;SCSBFL1036C06.g_AS
;SCQSSB1059G07.g_SS
;SCCCLR1024B10.g_SS
Cell wall;SCCCLR1001A03.g_AS
Lipid, fatty-acid and isoprenoid metabolism;SCSFAD1111A04.g_SS
Cell cycle;SCAGLR1021G09.g_AS
;SCUTAM2086B11.g_AS
Cell wall;SCBFLR1083E01.g_SS
No matches;SCMCRZ3067D03.b_SS
;SCRUFL1019C03.g_SS
Transcription Factor;SCMCRZ3066D07.g_SS
;SCRUFL1019C05.g_SS
Transporters;SCSFRT2067F07.g_SS
;SCRULB1058B07.g_SS
Pathogenicity;SCMCRZ3066G07.g_SS
;SCCCCL5002F04.g_SS
;SCQSLR1061F11.g_SS
Hormone biosynthesis;SCJFRZ2032B09.g_SS
Cell cycle;SCBGRT1054F04.g_SS
;SCCCCL4014H06.g_SS
;SCSGFL1083H11.g_SS
;SCCCCL3001D02.b_SS
Library-specific;SCSGFL1083H08.g_SS
;SCRFFL1028F08.g_SS
Receptors;SCVPRZ3029G09.g_SS
;SCRLLR1038G03.g_SS
;SCRFFL1028A05.g_SS
;SCMCRZ3068C07.g_SS
;SCCCLR1022E02.g_SS
;SCMCRZ3068D09.g_SS
Receptors;SCJLST1020H09.g_SS
;SCVPRZ2036A10.g_SS
;SCAGFL1091C07.g_SS
;SCQGAM1047E06.g_SS
Receptors;SCCCRZ1001B02.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCMCST1058D03.g_SS
;SCMCRZ3067H03.g_SS
;SCRULR1020E05.g_SS
Protein kinase;SCMCRZ3067A10.g_SS
;SCEPAM1053C09.g_SS
;SCCCLR1070B03.g_SS
Protein metabolism;SCCCLR1C02F03.g_SS
;SCCCRT2003G01.g_SS
Hormone biosynthesis;SCSBFL1038F08.g_SS
;SCJLRZ1023G11.g_SS
Cell wall;SCBFAM2022B05.g_SS
;SCEZRZ3019D12.g_SS
;SCAGLR1043F06.g_SS
;SCVPRZ3028B04.g_AS
;SCRLLV1024C08.b_SS
;SCRLAD1098D06.g_SS
;SCJFLR1017G05.g_SS
Small GTPases;SCQSST1037B07.g_SS
;SCQSST1037D08.g_SS
;SCQSST1037F04.g_SS
;SCSBST3093E07.g_SS
;SCCCST1008A02.g_SS
;SCJLRT1015C05.g_SS
;SCVPST1060E04.g_AS
;SCJFRT2060G08.g_SS
Protein metabolism;SCCCLR1022B09.g_AS
Transcription Factor;SCCCCL5001B02.g_AS
;SCJFRZ3C07G02.b_AS
;SCCCRZ1001C08.g_AS
;SCJFRZ1006G01.g_SS
;SCCCLR1070B06.g_SS
Protein metabolism;SCCCCL3140E08.g_SS
;SCQSST1039H01.g_SS
;SCEPRZ1008G07.g_SS
;SCQSST1038G07.g_SS
;SCQSST1039F02.g_SS
;SCCCLR1001D05.g_SS
;SCCCFL5001C08.g_AS
;SCCCRT1001F11.g_AS
Protein metabolism;SCJLRT1014H03.g_AS
Transporters;SCQSST1036E04.g_AS
Transcription Factor;SCEZLB1006F03.g_AS
;SCQSST1040D05.g_SS
;SCQSST1040H08.g_SS
Cell cycle;SCSGLR1045D04.g_SS
;SCRFST1041B05.g_SS
;SCQSRT2031D09.g_SS
;SCVPRZ2040B11.g_SS
;SCACAM2042E06.g_SS
;SCJFRZ2014H04.g_SS
;SCCCRZ3097D07.g_SS
;SCRFST1041D10.g_SS
;SCQGFL3050B12.g_SS
Protein metabolism;SCRFST1041E03.g_SS
Protein metabolism;SCEPAM1015B01.g_SS
;SCRFST1041F07.g_SS
No matches;SCUTRZ3073F11.g_AS
;SCCCLB1025H11.g_AS
;SCEPRZ1011G11.g_AS
;SCSGST1069D07.g_SS
Transporters;SCCCRT2004E08.g_AS
Development;SCUTAM2088C05.g_AS
;SCACCL6011C10.g_SS
Protein kinase;SCQGLR2032C05.g_AS
;SCJLFL3014B10.g_SS
;SCEZLB1007E12.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCUTAD1032C06.g_SS
Protein metabolism;SCEQHR1079E11.g_SS
;SCVPAM1056A04.g_SS
;SCCCRT1004H04.g_SS
Pathogenicity;SCAGLR2033A03.g_SS
;SCAGSB1087H11.g_SS
;SCRLFL1010H02.g_SS
;SCEZLB1006A02.g_SS
;SCJLFL3014H03.g_SS
;SCCCLR1C03D02.g_SS
Carbohydrate metabolism;SCEZRZ1016F07.g_SS
;SCJLFL3014E05.g_SS
;SCCCLR1072A02.g_SS
;SCRLAM1012D11.g_SS
;SCJFHR1034D01.g_SS
;SCACLR1057B05.g_SS
;SCJLRT1019D10.g_SS
;SCQGFL3051G05.g_SS
;SCRFLR1012G04.g_SS
;SCJLFL3015H09.g_SS
;SCJLRT1018C07.g_SS
;SCVPHR1096C12.g_SS
;SCJFFL3C02C03.g_SS
Transcription Factor;SCQGFL3053A08.g_SS
;SCJFRZ2011F04.g_SS
;SCBGHR1061H07.g_SS
;SCEZSD1080E02.g_SS
;SCAGFL1089C05.g_SS
;SCVPCL6064A12.g_SS
;SCMCRT2103G10.g_SS
;SCJLFL3015H01.g_SS
;SCEQRT2090D03.g_SS
Pathogenicity;SCVPLB1015C04.g_SS
;SCQSLB1049C08.g_SS
;SCMCRT2107C03.g_SS
;SCCCLB1004E09.g_SS
;SCEZRZ1016B08.g_SS
Unknown protein;SCJLFL3017H03.g_SS
;SCJLFL3017G12.g_SS
Protein metabolism;SCCCLR2002C09.g_SS
;SCRUSB1078F07.g_SS
Pathogenicity;SCAGSB1087E03.g_SS
Protein kinase;SCEZHR1086B05.g_SS
;SCJLFL3018D03.g_SS
Cell wall;SCJLFL3019G10.g_SS
No matches;SCSFFL4015E12.g_SS
Stress;SCCCLR1066H08.g_SS
;SCEPLR1030D10.g_SS
;SCCCCL4015C02.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCRULB1060G09.g_SS
;SCQGAM2026D09.g_SS
;SCRFLR1034H12.g_SS
Ubiquitination;SCVPRT2074C10.g_AS
;SCRLCL6030C06.g_SS
Receptors;SCSFAM1076A05.g_SS
;SCJFLR1013C10.g_SS
;SCACCL6011G10.g_AS
;SCJLST1020A11.g_AS
Stress;SCJLLR1108G12.g_SS
;SCEQAM1040C11.g_SS
Cell wall;SCEQLR1029E05.g_AS
Stress;SCEZRZ3017B03.g_AS
;SCEQAM1040D05.g_SS
;SCACLR1129B06.g_AS
;SCQGRT1041B10.g_SS
;SCEZRZ3017H08.g_AS
;SCAGSB1086G11.g_AS
;SCCCAM1C04G03.g_SS
;SCSGHR1069H03.g_AS
;SCVPFL1133E11.g_AS
;SCJFRZ2032D07.g_SS
;SCRLAM2048F04.g_SS
No matches;SCCCLR2C01G03.g_AS
Cell wall;SCQSST1037B03.g_AS
;SCVPFL1138G11.g_AS
Protein kinase;SCJFRT1010C12.g_AS
;SCVPFL1138E03.b_AS
Stress;SCCCLB1004D05.g_AS
;SCEPLB1041E11.g_AS
Receptors;SCSGHR1066F10.g_AS
Nucleic acid metabolism;SCCCLR2C03C08.g_AS
;SCEZLB1011G06.g_AS
Unknown protein;SCVPFL1135F11.g_AS
Transporters;SCQGST3153F06.g_AS
;SCEQRT2025D06.g_AS
Cell wall;SCVPFL1138B04.g_AS
Protein kinase;SCEZRZ3053B06.g_AS
;SCJLFL4097E05.g_AS
;SCBGLR1113E01.g_AS
No matches;SCJFRZ3C01H11.g_AS
;SCCCCL4017D10.g_AS
Stress;SCCCHR1004E11.g_AS
;SCBFFL1144D08.g_AS
Ubiquitination;SCUTLR1058G10.g_AS
Transcription Factor;SCQSRT2036E08.g_AS
;SCCCRT2C09B03.g_AS
;SCQGAM2026A03.g_AS
;SCBGAM1093B03.g_AS
;SCEZRZ3088D08.g_AS
;SCSGFL5C08F02.g_AS
Transcription Factor;SCBFRT1071C02.g_AS
Protein kinase;SCSGRZ3063H10.g_AS
;SCCCRT1002H09.g_AS
;SCSFHR1043B04.g_AS
;SCJLFL4098D03.g_AS
No matches;SCJLST1025D08.g_AS
;SCAGRT2039C10.g_SS
;SCEQRT1026A08.g_SS
Protein metabolism;SCCCLR1022E03.g_AS
;SCRFLB1056D05.g_AS
;SCQSST1038F02.g_AS
;SCEPCL6020F07.g_AS
;SCVPRZ3028C03.g_AS
Transcription Factor;SCEZLB1008D09.g_AS
;SCRULB1058H02.g_AS
;SCBFFL4116C05.g_AS
;SCJLRT1015D08.g_SS
Small GTPases;SCCCRT2001H11.g_SS
;SCJLRT2050A02.g_SS
;SCCCRZ3004D05.g_AS
;SCUTST3087H07.g_SS
;SCJFRZ3C01A11.g_AS
;SCCCLR2004D04.g_SS
;SCUTST3088E02.g_SS
Transporters;SCEZLR1009F04.g_SS
;SCSGST3121E03.g_SS
Protein metabolism;SCVPRZ3025H08.g_AS
;SCJFRZ3C03A08.g_AS
;SCUTST3087E03.g_SS
Cell cycle;SCCCCL4015E04.g_SS
;SCUTST3086G08.g_SS
;SCSBST3100B04.g_SS
Cell wall;SCUTST3084C11.g_SS
;SCSFSB1101B07.g_SS
;SCSGST3121D12.b_SS
Cell cycle;SCCCLR1024E04.g_AS
Protein kinase;SCCCST1004A07.g_SS
;SCEPSD2007F10.g_AS
Amino acid metabolism;SCCCLR2C03E09.g_SS
;SCCCLR1076E04.g_SS
Bioenergetics;SCQGLR2017F06.g_SS
;SCEQRT1025D12.g_AS
;SCRUAD1134G02.g_AS
Transporters;SCEZRZ3016G06.g_SS
Protein metabolism;SCJFRZ3C04A07.g_AS
Protein kinase;SCSGST3120A04.g_SS
;SCSGST3120A05.g_SS
;SCRLRZ3039F08.g_AS
;SCCCLR1048A04.g_SS
Cell wall;SCJFRZ2005H01.g_SS
;SCEPFL3080A12.g_SS
Transcription Factor;SCBGLR1099F04.g_AS
;SCSGST3120F02.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCJFRT1005B10.g_AS
;SCSGST3121A01.g_SS
;SCCCLR2C02D12.g_SS
;SCMCST1050F07.g_SS
;SCCCRZ3001H03.g_SS
;SCSGST3119G10.g_SS
;SCCCAM1073C01.g_AS
;SCBGLR1097B08.g_SS
Pathogenicity;SCEZRZ1015F03.g_AS
;SCRLLR1038H04.g_SS
Protein kinase;SCEZRZ3016C11.g_AS
;SCEPAM1018G02.g_SS
Secondary metabolism;SCJFRT1059C07.g_AS
Transcription Factor;SCUTLR1058E01.g_SS
;SCSGST3120A07.g_SS
Protein kinase;SCEZRZ3049D08.g_AS
;SCBGLR1120G03.g_SS
;SCBFLR1046B03.g_SS
Library-specific;SCSGST3118F03.g_SS
;SCRULB1060C03.g_SS
Receptors;SCBGLB2072D02.g_SS
;SCBFLR1083B07.g_SS
;SCRLFL1005F09.g_SS
Cell wall;SCEZRZ3096G08.g_SS
;SCSGST3117B12.g_SS
Pathogenicity;SCRLFL1014B12.g_SS
;SCCCFL5001C08.g_SS
;SCCCLR1024E01.g_SS
;SCEZRZ1014A03.g_SS
;SCEPAM2013G10.g_SS
;SCSFLR2031F07.g_AS
;SCAGLR2033F10.g_SS
;SCBGST3104D07.g_SS
Protein kinase;SCJFRZ3C06G01.b_AS
Secondary metabolism;SCCCCL3003D05.b_SS
;SCUTLR2023C02.g_SS
;SCBGLR1096E09.g_AS
;SCEZRT2023B09.g_SS
;SCRLFL1005G10.g_SS
;SCCCRT1001F11.g_SS
Amino acid metabolism;SCCCLR1022F10.g_SS
;SCJLST1025C01.g_SS
Amino acid metabolism;SCJLST1022H09.g_SS
;SCSBAM1088E12.g_SS
Cell cycle;SCJLRT1014B07.g_SS
;SCSGST3118G07.g_SS
;SCRULR1042C02.g_SS
Transporters;SCRLFL1014A10.g_SS
;SCRUFL1023G01.g_SS
Protein kinase;SCBFLR1039G06.g_SS
;SCJFRZ3C07G02.b_SS
Transcription Factor;SCCCCL4001D08.g_SS
;SCEQRT2095C02.g_SS
Transcription Factor;SCCCCL5001B02.g_SS
;SCEZLB1008B05.g_SS
;SCRLFL1011C03.g_SS
;SCCCCL3002B12.b_SS
Lipid, fatty-acid and isoprenoid metabolism;SCJFRZ1007D02.g_SS
Pathogenicity;SCSFRT2067B01.g_SS
;SCEZAM1080H07.g_SS
;SCVPLB1020A04.g_SS
;SCCCRZ1001C08.g_SS
No matches;SCRUFL1023B06.g_SS
;SCBGLR1118A02.g_SS
;SCVPRZ2044E11.g_SS
;SCCCST1003F01.g_SS
;SCSGST3121H01.g_SS
Protein metabolism;SCJLRT1014H03.g_SS
;SCSFST3082E05.g_SS
;SCJFRZ3C08E05.g_SS
Nucleic acid metabolism;SCQGRT1045A06.g_SS
Development;SCMCRZ3068C02.g_SS
;SCCCLR2004G12.g_SS
;SCJFRZ3C07H07.b_SS
;SCEQLB1064H03.g_SS
Cell wall;SCSFAD1108H10.g_SS
;SCJLFL1054B04.g_SS
Receptors;SCCCLR1065B12.g_SS
;SCEQRT2025D08.g_SS
Transcription Factor;SCJFFL1C03C07.g_SS
;SCRLFL1013A03.g_SS
;SCEZRZ1013E06.g_SS
Protein kinase;SCQGLR2032C05.g_SS
Bioenergetics;SCSBRZ3117B05.g_SS
Receptors;SCAGLR2018F11.g_SS
;SCEZAM2061C07.g_SS
;SCMCST3168G07.g_SS
No matches;SCUTRZ3073F11.g_SS
;SCSFST3073A12.g_SS
Transporters;SCRUFL1022F08.g_SS
;SCEZAM1080C10.g_SS
;SCSBST3102G10.g_SS
No matches;SCRUFL1022F09.g_SS
;SCCCLB1025H11.g_SS
;SCEPRZ3046F03.g_SS
;SCJFRZ3C07H07.g_SS
Protein kinase;SCEQRT1024B02.g_SS
;SCEQLR1092C07.g_SS
Cell wall;SCEZLB1005A02.g_SS
;SCEPRZ1011G11.g_SS
Amino acid metabolism;SCCCLR1048G01.g_SS
Transporters;SCCCRT2004E08.g_SS
;SCSFST3079F01.g_SS
;SCCCCL3080C10.b_SS
;SCRUFL1022C12.g_SS
;SCRUFL1022C01.g_SS
Pathogenicity;SCMCLR1123A02.g_AS
;SCCCLR2C03H09.g_SS
;SCACSB1121E05.g_AS
Cell wall;SCRULB1059H07.g_SS
;SCSBFL1040G08.g_SS
;SCRUFL1112E05.b_AS
Nucleic acid metabolism;SCCCCL3001A01.b_SS
;SCCCRZ2C01D03.g_SS
;SCRUFL1112C02.b_AS
;SCRFFL1030D04.g_SS
;SCRUFL1112A10.b_AS
;SCSFRT2067B09.g_SS
;SCJLRT1022F03.g_AS
;SCSBST3098E04.g_SS
Protein kinase;SCCCLR1C04G08.g_SS
;SCCCRZ1002H04.g_SS
;SCSBST3100A09.g_SS
;SCSBST3100G10.g_SS
;SCRLFL1005F10.g_SS
;SCCCRZ2004B05.g_SS
;SCACLB1047D07.g_SS
;SCRFAM2131E07.g_SS
Transcription Factor;SCCCLR2001F11.g_SS
Carbohydrate metabolism;SCJFLR1013F02.g_SS
;SCACLR1057A12.g_SS
;SCSBST3093F07.g_SS
Protein kinase;SCJLRT1014H06.g_SS
;SCRUFL1114F08.g_AS
;SCSBST3093E04.g_SS
;SCSBST3093E12.g_SS
;SCJLST1024E03.g_AS
Transcription Factor;SCCCLB1002C04.g_SS
Receptors;SCEZLB1010B01.g_SS
Protein metabolism;SCQSLB1049F06.g_AS
Unknown protein;SCUTLR1037G05.g_SS
;SCEQRT1026G12.g_SS
Nucleic acid metabolism;SCVPRZ2036F02.g_AS
;SCRUFL1115C08.g_AS
;SCEZRZ1013A05.g_SS
;SCBGRT1054G07.g_AS
;SCJLRZ3078A09.g_SS
No matches;SCRUFL1115G04.g_AS
;SCEPRZ3130E04.g_SS
Transcription Factor;SCSFLR2016F09.g_SS
;SCRUFL1114C08.g_AS
;SCEZAD1081A06.g_SS
Protein phosphatase;SCJLRZ3077G10.g_SS
;SCJLRZ3077H06.g_SS
;SCSBST3093A05.g_SS
Cell wall;SCRUAD1133D06.g_SS
;SCRLST3165A04.g_SS
;SCEZAM1080B12.g_SS
;SCVPRZ2041E06.g_SS
;SCRUFL1117D07.g_AS
;SCVPRT2081D11.g_SS
;SCCCLR1C03F12.g_SS
;SCVPCL6042D02.g_SS
Nucleic acid metabolism;SCRLAM2049C05.g_AS
;SCJLRZ3075H06.g_SS
;SCRUFL1117H01.g_AS
;SCJLRZ3077F12.g_SS
;SCSBFL1043G04.g_SS
;SCEZAM2035F02.g_SS
;SCJLST1025E01.g_SS
No matches;SCRUFL1117G06.g_AS
;SCJLRZ3077E12.g_SS
;SCJLRZ3077C11.g_SS
;SCACLR2007B01.g_SS
;SCMCLR1053A09.g_SS
;SCEZRZ1014C10.g_SS
;SCJLRZ3077A12.g_SS
;SCCCST3083A12.g_SS
;SCRUFL1119B08.g_AS
Protein metabolism;SCCCLR1022B09.g_SS
;SCJFST1048C08.g_SS
;SCJLRZ3076F10.b_SS
;SCJFLR1013D07.g_SS
;SCSBFL1039G06.g_SS
;SCJFRZ2031A07.g_SS
;SCSBFL1043D03.g_SS
;SCSBFL1043D08.g_SS
;SCJLRZ3076D09.g_SS
;SCEZRZ3095H04.g_SS
;SCQSFL1121C11.g_AS
;SCJLRZ3076E03.g_SS
Protein metabolism;SCJLRZ3076A04.b_SS
;SCJLRZ3076G11.g_SS
Receptors;SCBFRT3095E07.g_SS
;SCRLFL1006D08.g_SS
;SCRUFL1120C07.b_AS
;SCJFFL1C05D10.g_SS
;SCACLR1126C04.g_SS
;SCSBRZ3118B04.g_SS
Receptors;SCCCRZ1C01H05.g_SS
No matches;SCQSFL1121B01.g_AS
;SCJLAM1061C12.g_SS
;SCSFRT2071B03.g_SS
;SCAGAM2126G09.g_SS
;SCJFAM1069C02.g_SS
Inositol;SCCCFL3002C07.g_SS
;SCSGLR1025G06.g_SS
;SCJFST1018H12.g_SS
;SCVPST1060E04.g_SS
Receptors;SCEPAM2053C12.g_SS
;SCMCSB1112G10.g_AS
;SCJLRZ3076C03.g_SS
Transporters;SCQSST1036E04.g_SS
;SCEZRZ3049A02.g_SS
Receptors;SCVPRZ3029B03.g_SS
Transporters;SCJLRZ3074H05.g_SS
Transcription Factor;SCEZLB1006F03.g_SS
;SCCCST1C04A09.g_SS
Stress;SCMCFL5005A02.g_AS
;SCRUFL1024B08.g_SS
;SCVPRZ3028B04.g_SS
;SCBFRT1065G12.g_SS
;SCJLRZ3075F03.g_SS
;SCQSFL1123E07.g_AS
;SCACLB1045D02.g_SS
;SCCCLR1048A03.g_SS
;SCCCLR1C06F07.g_AS
;SCRFFL1032G03.g_SS
;SCMCCL6054G11.g_SS
;SCEQRT2099D03.g_SS
;SCCCLR1066D01.g_SS
Protein metabolism;SCCCRZ2001E09.g_SS
;SCJFST1015A07.g_SS
;SCEZSB1093F07.g_SS
;SCCCAM1073C01.g_SS
Amino acid metabolism;SCSGRZ3061A08.g_SS
;SCSBLB1036B03.g_SS
;SCCCRZ2C04F06.g_SS
;SCJFRZ3C06A10.g_SS
;SCUTRZ3071B08.g_SS
;SCSFAM1075C05.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCCCLB1C02A10.g_SS
;SCUTRZ3069C08.g_SS
;SCRURT2005H03.g_SS
;SCQSST1039H04.g_SS
;SCMCRZ3064F08.g_SS
Protein metabolism;SCMCRZ3068E08.g_SS
Inositol;SCBFLR1026E02.g_SS
;SCCCCL1002C06.b_SS
Nucleic acid metabolism;SCJFRZ1007A12.g_SS
;SCJFRZ2030D06.g_SS
;SCRUFL1016C06.g_SS
Cell wall;SCUTLR2030A01.g_SS
;SCEQRZ3089A05.g_SS
;SCQSLR1089H10.g_SS
;SCRUFL1016B01.g_SS
;SCCCAM2C05G01.g_SS
;SCRUFL1016F05.g_SS
Stress;SCRUFL1016F09.g_SS
;SCSBSB1057F03.g_SS
Carbohydrate metabolism;SCCCAM2001C04.g_SS
;SCSGST1070A01.g_SS
;SCJFLR1013B11.g_SS
Stress;SCRLRZ3039A08.g_SS
;SCCCLR1C02H04.g_SS
Cell wall;SCRLRZ3040A11.g_SS
;SCCCRZ3004F05.g_SS
;SCEQRT1025D12.g_SS
Protein kinase;SCJFLR1073E05.g_SS
;SCSGHR1071G05.g_SS
Stress;SCEZRZ1012A02.g_SS
Protein kinase;SCEZRZ3016C11.g_SS
;SCJFRZ3C05E06.g_SS
Protein kinase;SCEZRZ3049D08.g_SS
;SCJFRZ3C05B10.g_SS
;SCEQAM1038C10.g_SS
Stress;SCBGLR1082D02.g_SS
Secondary metabolism;SCCCST1002H06.g_SS
Secondary metabolism;SCJFRT1059C07.g_SS
Pathogenicity;SCEZRZ1015F03.g_SS
;SCRUFL1017E08.b_SS
Lipid, fatty-acid and isoprenoid metabolism;SCCCST3C03G02.g_SS
;SCAGLB1072B01.g_SS
;SCAGFL1086B04.g_SS
Receptors;SCMCRT2107E06.g_SS
;SCBGAM1093G04.g_SS
No matches;SCRUFL1017D09.g_SS
;SCRUFL1017C03.g_SS
Cell cycle;SCRUFL1017A07.g_SS
;SCRLFL1008A06.g_SS
;SCQGAM1048F06.g_SS
Receptors;SCJFST1017H03.g_SS
;SCMCST1052B10.g_SS
;SCJFRZ2005E09.g_SS
